elapsed time sensors,current,voltage,acc x (IMU),acc y (IMU),W (IMU),vel encoder,safety_value,throttle,steering,vicon time,vicon x,vicon y,vicon yaw,velocity x,velocity y
6.30055570602417,0.0,0.0,0.0,0.0,-0.10224435478448868,-0.07476254552602768,1.0,0.30000001192092896,0.0,1733569353.5238643,-0.09335850378636837,-0.08204539193703865,-0.4080277223513834,-0.05690368264913559,-0.08806346356868744
6.30055570602417,0.0,0.0,0.0,0.0,-0.10224435478448868,-0.07476254552602768,1.0,0.30000001192092896,0.0,1733569353.533429,-0.07042797626547194,-0.06858979605701358,-0.42328170723397684,-0.0519527941942215,-0.08307282626628876
6.310174465179443,0.0,0.0,0.0,0.0,-0.11857187002897263,-0.05327828601002693,1.0,0.30000001192092896,0.0,1733569353.5435605,-0.07086669366932964,-0.07612561756192138,-0.329595898372079,-0.006739296484738588,-0.09519854933023453
6.320666313171387,0.0,0.0,0.0,0.0,-0.12590999901294708,-0.05862235277891159,1.0,0.30000001192092896,0.0,1733569353.5531344,-0.07602574924111608,-0.0707156413543084,-0.31482158676736766,-0.006739296484738588,-0.09519854933023453
6.32993221282959,0.0,0.0,0.0,0.0,-0.10880709439516068,-0.01628202386200428,1.0,0.30000001192092896,0.0,1733569353.563967,-0.08127136926848258,-0.08796256800239301,-0.40280122738800195,0.019761480391025543,-0.08905193209648132
6.342702865600586,0.0,0.0,0.0,0.0,-0.10065096616744995,-0.015067344531416893,1.0,0.30000001192092896,0.0,1733569353.573736,-0.08363532949711029,-0.07161961127501923,-0.3216100512416319,0.019761480391025543,-0.08617234975099564
6.351222515106201,0.0,0.0,0.0,0.0,-0.12265349924564362,0.0046949549578130245,1.0,0.30000001192092896,0.0,1733569353.5833745,-0.0894411001844261,-0.07080702100302674,-0.3552711730918973,0.04697515442967415,-0.09694831073284149
6.360052585601807,0.0,0.0,0.0,0.0,-0.09862826019525528,0.02914554812014103,1.0,0.30000001192092896,0.0,1733569353.593489,-0.07302580108834412,-0.06712831992202509,-0.4002643845800098,0.05617315322160721,-0.08892203122377396
6.3710527420043945,0.0,0.0,0.0,0.0,-0.12518058717250824,0.03098815120756626,1.0,0.30000001192092896,0.0,1733569353.6034172,-0.0822593749006759,-0.08444884309001001,-0.3747129188378069,0.06173552945256233,-0.09086371958255768
6.3900628089904785,0.0,0.0,0.0,0.0,-0.1291714757680893,0.04437963292002678,1.0,0.30000001192092896,0.0,1733569353.6130295,-0.06390051815217933,-0.08561255322660724,-0.31411250331802937,0.0883142277598381,-0.09070323407649994
